KO	Function Category Level 4	Gene Count
K02603	ORC1; origin recognition complex subunit 1	0
K02087	CDK1, CDC2; cyclin-dependent kinase 1 [EC:2.7.11.22]	0
K02089	CDK4; cyclin-dependent kinase 4 [EC:2.7.11.22]	0
K02540	MCM2; minichromosome maintenance protein 2	0
K02607	ORC5; origin recognition complex subunit 5	0
K02606	ORC4; origin recognition complex subunit 4	0
K02605	ORC3; origin recognition complex subunit 3	0
K02604	ORC2; origin recognition complex subunit 2	0
K06622	CDKN2C, P18, INK4C; cyclin-dependent kinase inhibitor 2C	0
K06067	HDAC1_2; histone deacetylase 1/2 [EC:3.5.1.98]	0
K06645	CDC25A; cell division cycle 25A [EC:3.1.3.48]	0
K06670	SCC1, MCD1, RAD21; cohesin complex subunit SCC1	0
K06671	STAG1_2, SCC3, IRR1; cohesin complex subunit SA-1/2	0
K10500	ZBTB17, MIZ1; zinc finger and BTB domain-containing protein 17	0
K04685	CDKN2B, P15, INK4B; cyclin-dependent kinase inhibitor 2B	0
K04728	ATM, TEL1; ataxia telangectasia mutated family protein [EC:2.7.11.1]	0
K04681	RBL; retinoblastoma-like	0
K04683	TFDP1; transcription factor Dp-1	0
K04682	E2F4_5; E2F transcription factor 4/5	0
K13375	TGFB1; transforming growth factor beta-1	0
K06669	SMC3, CSPG6; structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6)	0
K04451	TP53, P53; tumor protein p53	0
K10151	CCND2; cyclin D2	0
K10152	CCND3; cyclin D3	0
K02210	MCM7, CDC47; minichromosome maintenance protein 7 (cell division control protein 47)	0
K04802	PCNA; proliferating cell nuclear antigen	2
K02212	MCM4, CDC54; minichromosome maintenance protein 4 (cell division control protein 54)	0
K02213	CDC6; cell division control protein 6	0
K02214	CDC7; cell division control protein 7 [EC:2.7.11.1]	0
K02216	CHK1; serine/threonine-protein kinase Chk1 [EC:2.7.11.1]	0
K03868	RBX1, ROC1; RING-box protein 1	0
K03352	APC5; anaphase-promoting complex subunit 5	0
K03353	APC6, CDC16; anaphase-promoting complex subunit 6	0
K03350	APC3, CDC27; anaphase-promoting complex subunit 3	0
K03351	APC4; anaphase-promoting complex subunit 4	0
K03356	APC9; anaphase-promoting complex subunit 9	0
K03357	APC10, DOC1; anaphase-promoting complex subunit 10	0
K03354	APC7; anaphase-promoting complex subunit 7	0
K03355	APC8, CDC23; anaphase-promoting complex subunit 8	0
K03358	APC11; anaphase-promoting complex subunit 11	0
K03359	APC12, CDC26; anaphase-promoting complex subunit 12	0
K02180	BUB3; cell cycle arrest protein BUB3	0
K02365	ESP1; separase [EC:3.4.22.49]	0
K09993	CDKN1C, P57, KIP2; cyclin-dependent kinase inhibitor 1C	0
K02209	MCM5, CDC46; minichromosome maintenance protein 5 (cell division control protein 46)	0
K02206	CDK2; cyclin-dependent kinase 2 [EC:2.7.11.22]	0
K02202	CDK7; cyclin-dependent kinase 7 [EC:2.7.11.22]	0
K06643	MDM2; transformed 3T3 cell double minute 2, p53-binding protein [EC:6.3.2.19]	0
K06642	PRKDC; DNA-dependent protein kinase catalytic subunit [EC:2.7.11.1]	0
K06641	CHK2; serine/threonine-protein kinase Chk2 [EC:2.7.11.1]	0
K06640	ATR; ataxia telangiectasia and Rad3 related [EC:2.7.11.1]	0
K03875	SKP2, FBXL1; F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2)	0
K06644	SFN; stratifin	0
K03347	CUL1, CDC53; cullin 1	0
K03349	APC2; anaphase-promoting complex subunit 2	0
K03348	APC1; anaphase-promoting complex subunit 1	0
K13377	TGFB3; transforming growth factor beta-3	0
K13376	TGFB2; transforming growth factor beta-2	0
K03083	GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26]	0
K09392	TFDP2; transcription factor Dp-2	0
K02541	MCM3; minichromosome maintenance protein 3	0
K12456	APC13; anaphase-promoting complex subunit 13	0
K02178	BUB1; checkpoint serine/threonine-protein kinase [EC:2.7.11.1]	0
K05868	CCNB; cyclin B	0
K05866	CDC25B; cell division cycle 25B [EC:3.1.3.48]	0
K05867	CDC25C; cell division cycle 25C [EC:3.1.3.48]	0
K02608	ORC6; origin recognition complex subunit 6	0
K06638	MAD1L; mitotic spindle assembly checkpoint protein MAD1	0
K06639	CDC14; cell division cycle 14 [EC:3.1.3.48]	0
K06636	SMC1; structural maintenance of chromosome 1	0
K06637	BUB1B, BUBR1, MAD3L; mitotic checkpoint serine/threonine-protein kinase BUB1 beta [EC:2.7.11.1]	0
K06634	CCNH; cyclin H	0
K06635	PTTG; pituitary tumor-transforming	0
K06632	WEE1; wee1-like protein kinase [EC:2.7.11.1]	0
K06633	PKMYT; membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase [EC:2.7.11.1]	0
K06630	YWHA; tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein	0
K06631	PLK1; polo-like kinase 1 [EC:2.7.11.21]	0
K09389	E2F2; E2F transcription factor 2	0
K08866	TTK, MPS1; serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]	0
K03094	SKP1, CBF3D; S-phase kinase-associated protein 1	0
K04402	GADD45; growth arrest and DNA-damage-inducible protein	0
K03363	CDC20; cell division cycle 20, cofactor of APC complex	0
K13728	MAD2L2; mitotic spindle assembly checkpoint protein MAD2B	0
K04498	EP300, CREBBP, KAT3; E1A/CREB-binding protein [EC:2.3.1.48]	0
K06629	ASK, DBF4; activator of S phase kinase	0
K06628	CDC45; cell division control protein 45	0
K02542	MCM6; minichromosome maintenance protein 6	0
K06625	CDKN1A, P21, CIP1; cyclin-dependent kinase inhibitor 1A	0
K06624	CDKN1B, P27, KIP1; cyclin-dependent kinase inhibitor 1B	0
K06627	CCNA; cyclin A	0
K06626	CCNE; cyclin E	0
K06621	CDKN2A, P16, INK4A; cyclin-dependent kinase inhibitor 2A	0
K06620	E2F1_3; E2F transcription factor 1/3	0
K06623	CDKN2D, P19, INK4D; cyclin-dependent kinase inhibitor 2D	0
K03364	CDH1; cell division cycle 20-like protein 1, cofactor of APC complex	0
K02373	FADD; FAS (TNFRSF6)-associated via death domain	0
K04738	CSF2RB, IL3RB; cytokine receptor common subunit beta	0
K01173	E3.1.30.-; endonuclease [EC:3.1.30.-]	0
K04741	CASP12; caspase 12 [EC:3.4.22.-]	0
K04731	IRAK2; interleukin-1 receptor-associated kinase 2 [EC:2.7.11.1]	0
K04730	IRAK1; interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]	0
K04733	IRAK4; interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	0
K04732	IRAK3; interleukin-1 receptor-associated kinase 3 [EC:2.7.11.1]	0
K04519	IL1B; interleukin 1 beta	0
K04728	ATM, TEL1; ataxia telangectasia mutated family protein [EC:2.7.11.1]	0
K04737	IL3RA; interleukin 3 receptor alpha	0
K04736	IL3; interleukin 3	0
K04397	CASP7; caspase 7 [EC:3.4.22.60]	0
K04396	CASP6; caspase 6 [EC:3.4.22.59]	0
K02311	DFFB, DFF40; DNA fragmentation factor, 40 kD, beta subunit [EC:3.-.-.-]	0
K02310	DFFA, DFF45; DNA fragmentation factor, 45 kD, alpha subunit	0
K02159	BAX; apoptosis regulator BAX, membrane protein (BCL2-associated)	0
K04390	TNFRSF6, FAS; tumor necrosis factor receptor superfamily member 6	0
K04399	CASP9; caspase 9 [EC:3.4.22.62]	0
K04398	CASP8; caspase 8 [EC:3.4.22.61]	0
K02861	RIPK1, RIP1; receptor-interacting serine/threonine-protein kinase 1 [EC:2.7.11.1]	0
K03171	TRADD; tnfrsf1a-associated via death domain	0
K04735	RELA; transcription factor p65	0
K08738	CYC; cytochrome c	5
K01367	CAPN1; calpain-1 [EC:3.4.22.52]	0
K04723	IL1RAP; interleukin 1 receptor accessory protein	0
K02187	CASP3; caspase 3 [EC:3.4.22.56]	0
K06268	PPP3R, CNB; protein phosphatase 3, regulatory subunit	0
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	0
K04739	PRKAR; cAMP-dependent protein kinase regulator	0
K03156	TNFA; tumor necrosis factor superfamily, member 2	0
K04729	MYD88; myeloid differentiation primary response protein MyD88	0
K07210	IKBKG, IKKG, NEMO; inhibitor of nuclear factor kappa-B kinase subunit gamma	0
K07209	IKBKB, IKKB; inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]	0
K04722	TNFRSF10, TRAILR; tumor necrosis factor receptor superfamily member 10	0
K04726	BID; BH3 interacting domain death agonist	0
K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14 [EC:2.7.11.25]	0
K04721	TNFSF10, TRAIL; tumor necrosis factor ligand superfamily member 10	0
K03158	TNFRSF1A, TNFR1; tumor necrosis factor receptor superfamily member 1A	0
K04727	PDCD8, AIF; programmed cell death 8 (apoptosis-inducing factor) [EC:1.-.-.-]	0
K04724	CFLAR, FLIP; CASP8 and FADD-like apoptosis regulator	0
K04725	BIRC2_3_4; baculoviral IAP repeat-containing 2/3/4	0
K02084	APAF1; apoptotic protease-activating factor	0
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	0
K02158	BAD; BCL2-antagonist of cell death	0
K04467	IKBKA, IKKA, CHUK; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]	0
K02161	BCL2; apoptosis regulator BCL-2	0
K03173	TRAF2; TNF receptor-associated factor 2	0
K04400	CASP10; caspase 10 [EC:3.4.22.63]	0
K03176	NTRK1, TRKA; neurotrophic tyrosine kinase receptor type 1 [EC:2.7.10.1]	0
K04389	TNFSF6, FASL; tumor necrosis factor ligand superfamily member 6	0
K03853	CAPN2; calpain-2 [EC:3.4.22.53]	0
K04345	PKA; protein kinase A [EC:2.7.11.11]	0
K04734	NFKBIA; NF-kappa-B inhibitor alpha	0
K04383	IL1A; interleukin 1 alpha	0
K04348	PPP3C, CNA; protein phosphatase 3, catalytic subunit [EC:3.1.3.16]	0
K04386	IL1R1; interleukin 1 receptor type I	0
K04456	AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]	0
K04570	BCL2L1, bcl-xL; BCL2-like 1 (apoptosis regulator Bcl-X)	0
K04451	TP53, P53; tumor protein p53	0
K02580	NFKB1; nuclear factor NF-kappa-B p105 subunit	0
K02582	NGFB; nerve growth factor, beta	0
K04696	SOCS3, CIS3; suppressor of cytokine signaling 3	0
K04697	SOCS4; suppressor of cytokine signaling 4	0
K04694	SOCS1, JAB; suppressor of cytokine signaling 1	0
K04695	SOCS2, CIS2; suppressor of cytokine signaling 2	0
K07594	IPF1, PDX1; insulin promoter factor 1	0
K07595	MAFA; transcription factor MAFA	0
K12406	PKLR; pyruvate kinase isozymes R/L [EC:2.7.1.40]	0
K04851	CACNA1D; voltage-dependent calcium channel L type alpha-1D	0
K07593	SLC2A2, GLUT2; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 2	0
K00873	PK, pyk; pyruvate kinase [EC:2.7.1.40]	3
K07191	SLC2A4, GLUT4; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 4	0
K04849	CACNA1B; voltage-dependent calcium channel N type alpha-1B	0
K00844	HK; hexokinase [EC:2.7.1.1]	0
K04440	JNK; c-Jun N-terminal kinase [EC:2.7.11.24]	0
K04371	ERK1_2; extracellular signal-regulated kinase 1/2 [EC:2.7.11.24]	0
K07296	ACDC; adiponectin	0
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	0
K04344	CACNA1A; voltage-dependent calcium channel P/Q type alpha-1A	0
K03156	TNFA; tumor necrosis factor superfamily, member 2	0
K12407	GCK; glucokinase [EC:2.7.1.2]	0
K04526	INS; insulin	0
K04527	INSR; insulin receptor [EC:2.7.10.1]	0
K05032	ABCC8, SUR1; ATP-binding cassette subfamily C (CFTR/MRP) member 8	0
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	0
K07187	IRS; insulin receptor substrate	0
K04850	CACNA1C; voltage-dependent calcium channel L type alpha-1C	0
K07209	IKBKB, IKKB; inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]	0
K04852	CACNA1E; voltage-dependent calcium channel R type alpha-1E	0
K04854	CACNA1G; voltage-dependent calcium channel T type alpha-1G	0
K07203	FRAP; FKBP12-rapamycin complex-associated protein	0
K05004	KCNJ11; potassium inwardly-rectifying channel subfamily J member 11	0
K07593	SLC2A2, GLUT2; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 2	0
K07594	IPF1, PDX1; insulin promoter factor 1	0
K07595	MAFA; transcription factor MAFA	0
K08040	BHLHB8, MIST1; class B basic helix-loop-helix protein 8	0
K08025	HLXB9, HB9; homeobox protein HB9	0
K08024	HHEX, HEX, PRH; homeobox protein HEX	0
K08027	NR5A2, FTF; nuclear receptor subfamily 5 group A member 2	0
K08026	ONECUT1, HNF6; one cut domain, family member 1, hepatocyte nuclear factor 6	0
K08029	NKX2-2; homeobox protein Nkx-2.2	0
K07292	NR2A1, HNF4A; hepatocyte nuclear factor 4-alpha	0
K12406	PKLR; pyruvate kinase isozymes R/L [EC:2.7.1.40]	0
K12407	GCK; glucokinase [EC:2.7.1.2]	0
K04526	INS; insulin	0
K06054	HES1; hairy and enhancer of split 1	0
K08028	NEUROG3; neurogenin 3	0
K08036	TCF1, HNF1A; transcription factor 1, hepatocyte nuclear factor 1-alpha	0
K08037	NR2A2, HNF4G; hepatocyte nuclear factor 4-gamma	0
K08034	TCF2, HNF1B; transcription factor 2, hepatocyte nuclear factor 1-beta	0
K08035	FOXA2, HNF3B; forkhead box protein A2, hepatocyte nuclear factor 3-beta	0
K08032	PAX4; paired box protein 4	0
K08033	NEUROD1; neurogenic differentiation factor 1	0
K08030	NKX6-1; homeobox protein Nkx-6.1	0
K08031	PAX6; paired box protein 6	0
K08038	FOXA3, HNF3G; forkhead box protein A3, hepatocyte nuclear factor 3-gamma	0
K08039	IAPP; islet amyloid polypeptide	0
K04519	IL1B; interleukin 1 beta	0
K03156	TNFA; tumor necrosis factor superfamily, member 2	0
K01580	E4.1.1.15, gadB; glutamate decarboxylase [EC:4.1.1.15]	0
K04390	TNFRSF6, FAS; tumor necrosis factor receptor superfamily member 6	0
K06751	MHC1; major histocompatibility complex, class I	0
K06752	MHC2; major histocompatibility complex, class II	0
K05468	LTA, TNFB; lymphotoxin alpha (TNF superfamily, member 1)	0
K05425	IL12B; interleukin 12B	0
K05406	IL12A; interleukin 12A	0
K07818	PRF1; perforin 1	0
K05429	IL2; interleukin 2	0
K04687	IFNG; interferon gamma	0
K07817	PTPRN; protein tyrosine phosphatase, receptor type, N [EC:3.1.3.48]	0
K04526	INS; insulin	0
K01353	GZMB; granzyme B [EC:3.4.21.79]	0
K10785	TRBV; T-cell receptor beta chain V region	0
K01294	CPE; carboxypeptidase E [EC:3.4.17.10]	0
K04389	TNFSF6, FASL; tumor necrosis factor ligand superfamily member 6	0
K06470	CD28; CD28 antigen	0
K10784	TRAV; T cell receptor alpha chain V region	0
K04383	IL1A; interleukin 1 alpha	0
K04077	groEL, HSPD1; chaperonin GroEL	8
K05413	CD86; CD86 antigen	0
K05412	CD80; CD80 antigen	0
K05689	CDHE, CDH1; cadherin 1, type 1, E-cadherin	0
K04513	RHOA; Ras homolog gene family, member A	0
K06106	CTTN, EMS1; cortactin	0
K07863	RHOG; Ras homolog gene family, member G	0
K04438	CRK, CRKII; proto-oncogene C-crk	0
K04393	CDC42; cell division control protein 42	0
K13925	pfbA; plasmin and fibronectin-binding protein A	0
K05704	SRC; proto-oncogene tyrosine-protein kinase Src [EC:2.7.10.2]	0
K09593	GAB1; GRB2-associated-binding protein 1	0
K05099	MET, HGFR; proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]	0
K01528	DNM; dynamin GTPase [EC:3.6.5.5]	0
K04645	CLTB, LCB; clathrin light chain B	0
K13738	CD2AP; CD2-associated protein	0
K04646	CLTC; clathrin heavy chain	0
K13735	yeeJ; adhesin/invasin	0
K13734	sfb1; fibronectin-binding protein 1	0
K13737	SEPT1; septin 1	0
K13736	ARHGAP10; Rho GTPase-activating protein 10	0
K13731	inlB; internalin B	0
K13730	inlA; internalin A	0
K13733	fnbB; fibronectin-binding protein B	0
K13732	fnbA; fibronectin-binding protein A	0
K05758	ARPC2; actin related protein 2/3 complex, subunit 2	0
K12785	espG, virA; LEE-encoded effector EspG	0
K04707	CBL; E3 ubiquitin-protein ligase CBL [EC:6.3.2.19]	0
K05719	ITGB1; integrin beta 1	0
K05753	WASF1; WAS protein family, member 1	0
K05754	ARPC5; actin related protein 2/3 complex, subunit 5	0
K05755	ARPC4; actin related protein 2/3 complex, subunit 4	0
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	0
K05757	ARPC1A_B; actin related protein 2/3 complex, subunit 1A/1B	0
K05717	FN1; fibronectin 1	0
K02105	CTNNB1; catenin (cadherin-associated protein), beta 1	0
K12366	ELMO1, CED12; engulfment and cell motility protein 1	0
K05691	CTNNA; catenin (cadherin-associated protein), alpha	0
K13085	ipgD, sopB; phosphatidylinositol-4,5-bisphosphate 4-phosphatase [EC:3.1.3.78]	0
K05692	ACTB_G1; actin beta/gamma 1	0
K13286	sipC, ipaC, bipC; invasin C	0
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	0
K13744	SGEF; SH3 domain-containing guanine exchange factor	0
K13739	sopD; secreted effector protein SopD	0
K13740	sptP; secreted effector protein SptP	0
K13741	sopE; guanine nucleotide exchange factor SopE	0
K13742	ipgB1; protein IpgB1	0
K04644	CLTA, LCA; clathrin light chain A	0
K13708	DOCK1; dedicator of cytokinesis 1	0
K13743	ipgB2; protein IpgB2	0
K05725	PTK2, FAK; PTK2 protein tyrosine kinase 2 [EC:2.7.10.2]	0
K13728	MAD2L2; mitotic spindle assembly checkpoint protein MAD2B	0
K12958	CAV2; caveolin 2	0
K12959	CAV3; caveolin 3	0
K13285	sipB, ipaB, bipB; invasin B	0
K13284	sipA, ipaA; invasin A	0
K13287	sipD, ipaD, bipD; invasin D	0
K05726	BCAR1, CAS; breast cancer anti-estrogen resistance 1	0
K05747	WAS; Wiskott-Aldrich syndrome protein	0
K05700	VCL; vinculin	0
K05748	WASF2; WAS protein family, member 2	0
K06272	ILK; integrin-linked kinase [EC:2.7.11.1]	0
K05756	ARPC3; actin related protein 2/3 complex, subunit 3	0
K06484	ITGA5; integrin alpha 5	0
K06279	SHC; src homology 2 domain-containing transforming protein C	0
K05760	PXN; paxillin	0
K06278	CAV1; caveolin 1	0
K04392	RAC1; Ras-related C3 botulinum toxin substrate 1	0
K06786	JAM4, JCAM; junction adhesion molecule 4	0
K06785	JAM3; junction adhesion molecule 3	0
K04430	MAP2K4, MKK4; mitogen-activated protein kinase kinase 4 [EC:2.7.12.2]	0
K02187	CASP3; caspase 3 [EC:3.4.22.56]	0
K04735	RELA; transcription factor p65	0
K04734	NFKBIA; NF-kappa-B inhibitor alpha	0
K01428	ureC; urease subunit alpha [EC:3.5.1.5]	0
K04393	CDC42; cell division control protein 42	0
K04392	RAC1; Ras-related C3 botulinum toxin substrate 1	0
K07210	IKBKG, IKKG, NEMO; inhibitor of nuclear factor kappa-B kinase subunit gamma	0
K02155	ATPeVPL, ATP6L; V-type H+-transporting ATPase 16kDa proteolipid subunit [EC:3.6.3.14]	0
K02154	ATPeVI, ATP6N1A; V-type H+-transporting ATPase subunit I [EC:3.6.3.14]	0
K02153	ATPeVH, ATP6H; V-type H+-transporting ATPase subunit H [EC:3.6.3.14]	0
K02152	ATPeVG, ATP6G1; V-type H+-transporting ATPase subunit G [EC:3.6.3.14]	0
K02151	ATPeVF, ATP6S14; V-type H+-transporting ATPase subunit F [EC:3.6.3.14]	0
K10030	IL8, CXCL8; interleukin 8	0
K05099	MET, HGFR; proto-oncogene tyrosine-protein kinase Met [EC:2.7.10.1]	0
K05737	GIT1; G protein-coupled receptor kinase interactor 1	0
K08303	K08303; putative protease [EC:3.4.-.-]	0
K06089	F11R, JAM1; junctional adhesion molecule 1	0
K04441	P38; p38 MAP kinase [EC:2.7.11.24]	0
K04440	JNK; c-Jun N-terminal kinase [EC:2.7.11.24]	0
K08523	HBEGF; heparin-binding EGF-like growth factor	0
K07293	PTPN11; protein tyrosine phosphatase, non-receptor type 11 [EC:3.1.3.48]	0
K14048	ureAB; urease subunit gamma/beta [EC:3.5.1.5]	0
K02150	ATPeVE, ATP6E; V-type H+-transporting ATPase subunit E [EC:3.6.3.14]	0
K04409	PAK1; p21-activated kinase 1 [EC:2.7.11.1]	0
K08727	NOD1, CARD4; nucleotide-binding oligomerization domain-containing protein 1	0
K03662	ATPeVS1, ATP6S1; V-type H+-transporting ATPase S1 subunit [EC:3.6.3.14]	0
K03191	ureI; acid-activated urea channel	0
K03661	ATPeVPF, ATP6F; V-type H+-transporting ATPase 21kDa proteolipid subunit [EC:3.6.3.14]	0
K06735	JAM2; junctional adhesion molecule 2	0
K04467	IKBKA, IKKA, CHUK; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]	0
K05050	IL8RB, CXCR2; interleukin 8 receptor beta	0
K05854	LYN; tyrosine-protein kinase Lyn [EC:2.7.10.2]	0
K02144	ATPeV54kD; V-type H+-transporting ATPase 54 kD subunit [EC:3.6.3.14]	0
K02145	ATPeVA, ATP6A1; V-type H+-transporting ATPase subunit A [EC:3.6.3.14]	4
K02146	ATPeVAC39, ATP6D; V-type H+-transporting ATPase subunit AC39 [EC:3.6.3.14]	0
K02147	ATPeVB, ATP6B1; V-type H+-transporting ATPase subunit B [EC:3.6.3.14]	5
K02148	ATPeVC, ATP6C; V-type H+-transporting ATPase subunit C [EC:3.6.3.14]	0
K02149	ATPeVD, ATP6M; V-type H+-transporting ATPase subunit D [EC:3.6.3.14]	0
K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14 [EC:2.7.11.25]	0
K05859	PLCG; phospholipase C, gamma [EC:3.1.4.11]	0
K07209	IKBKB, IKKB; inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]	0
K04175	IL8RA, CXCR1; interleukin 8 receptor alpha	0
K04448	JUN; transcription factor AP-1	0
K06059	ADAM17, TACE; disintegrin and metalloproteinase domain-containing protein 17 [EC:3.4.24.86]	0
K05728	CSK; c-src tyrosine kinase [EC:2.7.10.2]	0
K05701	TJP1, ZO1; tight junction protein 1	0
K05704	SRC; proto-oncogene tyrosine-protein kinase Src [EC:2.7.10.2]	0
K08114	PTPRZ; protein tyrosine phosphatase, receptor-type, Z polypeptide [EC:3.1.3.48]	0
K12499	CCL5; C-C motif chemokine 5	0
K02580	NFKB1; nuclear factor NF-kappa-B p105 subunit	0
K06704	ADAM10; disintegrin and metalloproteinase domain-containing protein 10 [EC:3.4.24.81]	0
K04361	EGFR, ERBB1; epidermal growth factor receptor [EC:2.7.10.1]	0
K04514	ROCK; Rho-associated, coiled-coil containing protein kinase [EC:2.7.11.1]	0
K05689	CDHE, CDH1; cadherin 1, type 1, E-cadherin	0
K04513	RHOA; Ras homolog gene family, member A	0
K12790	eae; intimin	0
K12791	ARHGEF2, GEF-H1; Rho guanine nucleotide exchange factor 2	0
K11007	stxB; shiga toxin subunit B	0
K11006	stxA; shiga toxin subunit A	0
K12787	map; LEE-encoded effector Map	0
K04393	CDC42; cell division control protein 42	0
K04391	CD14; CD14 antigen	0
K06088	OCLN; occludin	0
K12809	espG2; T3SS secreted effector EspG-like protein	0
K05719	ITGB1; integrin beta 1	0
K06619	ABL1; proto-oncogene tyrosine-protein kinase ABL1 [EC:2.7.10.2]	0
K07374	TUBA; tubulin alpha	0
K07375	TUBB; tubulin beta	0
K06106	CTTN, EMS1; cortactin	0
K05400	LY96, MD-2; lymphocyte antigen 96	0
K12786	espF; LEE-encoded effector EspF	0
K12785	espG, virA; LEE-encoded effector EspG	0
K12784	tir; translocated intimin receptor	0
K08007	VIL2; villin 2 (ezrin)	0
K05758	ARPC2; actin related protein 2/3 complex, subunit 2	0
K05754	ARPC5; actin related protein 2/3 complex, subunit 5	0
K05755	ARPC4; actin related protein 2/3 complex, subunit 4	0
K12789	tccP; Tir-cytoskeleton coupling protein	0
K12788	espH; LEE-encoded effector EspH	0
K02105	CTNNB1; catenin (cadherin-associated protein), beta 1	0
K05692	ACTB_G1; actin beta/gamma 1	0
K11294	NCL, NSR1; nucleolin	0
K10168	TLR5; toll-like recepto 5	0
K07365	NCK; NCK adaptor protein	0
K12810	bfpA; major structural subunit of bundle-forming pilus	0
K10160	TLR4; toll-like receptor 4	0
K05747	WAS; Wiskott-Aldrich syndrome protein	0
K05703	FYN; proto-oncogene tyrosine-protein kinase Fyn [EC:2.7.10.2]	0
K05756	ARPC3; actin related protein 2/3 complex, subunit 3	0
K05757	ARPC1A_B; actin related protein 2/3 complex, subunit 1A/1B	0
K04514	ROCK; Rho-associated, coiled-coil containing protein kinase [EC:2.7.11.1]	0
K05700	VCL; vinculin	0
K12679	icsA, virG; outer membrane protein IcsA	0
K07863	RHOG; Ras homolog gene family, member G	0
K04735	RELA; transcription factor p65	0
K04734	NFKBIA; NF-kappa-B inhibitor alpha	0
K04438	CRK, CRKII; proto-oncogene C-crk	0
K11007	stxB; shiga toxin subunit B	0
K04393	CDC42; cell division control protein 42	0
K04392	RAC1; Ras-related C3 botulinum toxin substrate 1	0
K07210	IKBKG, IKKG, NEMO; inhibitor of nuclear factor kappa-B kinase subunit gamma	0
K10030	IL8, CXCL8; interleukin 8	0
K13450	ospF, mkaD; phosphothreonine lyase [EC:4.2.3.-]	0
K11006	stxA; shiga toxin subunit A	0
K05719	ITGB1; integrin beta 1	0
K05759	PFN; profilin	0
K06484	ITGA5; integrin alpha 5	0
K04441	P38; p38 MAP kinase [EC:2.7.11.24]	0
K06106	CTTN, EMS1; cortactin	0
K05758	ARPC2; actin related protein 2/3 complex, subunit 2	0
K06619	ABL1; proto-oncogene tyrosine-protein kinase ABL1 [EC:2.7.10.2]	0
K12785	espG, virA; LEE-encoded effector EspG	0
K04440	JNK; c-Jun N-terminal kinase [EC:2.7.11.24]	0
K13792	ospG; secreted effector OspG	0
K04371	ERK1_2; extracellular signal-regulated kinase 1/2 [EC:2.7.11.24]	0
K05753	WASF1; WAS protein family, member 1	0
K05754	ARPC5; actin related protein 2/3 complex, subunit 5	0
K05755	ARPC4; actin related protein 2/3 complex, subunit 4	0
K05756	ARPC3; actin related protein 2/3 complex, subunit 3	0
K05757	ARPC1A_B; actin related protein 2/3 complex, subunit 1A/1B	0
K05747	WAS; Wiskott-Aldrich syndrome protein	0
K05692	ACTB_G1; actin beta/gamma 1	0
K07209	IKBKB, IKKB; inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]	0
K13085	ipgD, sopB; phosphatidylinositol-4,5-bisphosphate 4-phosphatase [EC:3.1.3.78]	0
K12366	ELMO1, CED12; engulfment and cell motility protein 1	0
K11012	set1B; enterotoxin Set1B	0
K08846	RIPK2; receptor-interacting serine/threonine-protein kinase 2 [EC:2.7.11.1]	0
K04467	IKBKA, IKKA, CHUK; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]	0
K12836	U2AF1; splicing factor U2AF 35 kDa subunit	0
K03362	FBXW1_11, BTRC, beta-TRCP; F-box and WD-40 domain protein 1/11	0
K11011	set1A; enterotoxin Set1A	0
K10165	NOD2, CARD15; nucleotide-binding oligomerization domain-containing protein 2	0
K13742	ipgB1; protein IpgB1	0
K13743	ipgB2; protein IpgB2	0
K13708	DOCK1; dedicator of cytokinesis 1	0
K08727	NOD1, CARD4; nucleotide-binding oligomerization domain-containing protein 1	0
K13728	MAD2L2; mitotic spindle assembly checkpoint protein MAD2B	0
